#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.378490E-04   0.191062E+08   0.191062E+08   0.252957E+08   0.252954E+08   0.000000E+00   0.191062E+08   0.191062E+08   0.191133E+08  -0.471096E+00   0.998178E+07   0.998178E+07   0.204325E-01
   0.382293E-04   0.191062E+08   0.191062E+08   0.252921E+08   0.252918E+08   0.000000E+00   0.191062E+08   0.191062E+08   0.191133E+08  -0.471095E+00   0.998178E+07   0.998178E+07   0.206377E-01
   0.386136E-04   0.191062E+08   0.191062E+08   0.252884E+08   0.252881E+08   0.000000E+00   0.191062E+08   0.191062E+08   0.191133E+08  -0.471095E+00   0.998177E+07   0.998177E+07   0.208449E-01
   0.390016E-04   0.191062E+08   0.191062E+08   0.252846E+08   0.252843E+08   0.000000E+00   0.191062E+08   0.191062E+08   0.191133E+08  -0.471095E+00   0.998177E+07   0.998177E+07   0.210543E-01
   0.393936E-04   0.191061E+08   0.191061E+08   0.252808E+08   0.252805E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471095E+00   0.998177E+07   0.998177E+07   0.212657E-01
   0.397895E-04   0.191061E+08   0.191061E+08   0.252769E+08   0.252766E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471094E+00   0.998176E+07   0.998176E+07   0.214793E-01
   0.401894E-04   0.191061E+08   0.191061E+08   0.252729E+08   0.252726E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471094E+00   0.998176E+07   0.998176E+07   0.216950E-01
   0.405933E-04   0.191061E+08   0.191061E+08   0.252688E+08   0.252685E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471094E+00   0.998175E+07   0.998175E+07   0.219129E-01
   0.410013E-04   0.191061E+08   0.191061E+08   0.252646E+08   0.252643E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471094E+00   0.998175E+07   0.998175E+07   0.221329E-01
   0.414134E-04   0.191061E+08   0.191061E+08   0.252604E+08   0.252601E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191133E+08  -0.471094E+00   0.998175E+07   0.998175E+07   0.223552E-01
   0.418296E-04   0.191061E+08   0.191061E+08   0.252561E+08   0.252557E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471093E+00   0.998174E+07   0.998174E+07   0.225797E-01
   0.422500E-04   0.191061E+08   0.191061E+08   0.252517E+08   0.252513E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471093E+00   0.998174E+07   0.998174E+07   0.228064E-01
   0.426746E-04   0.191061E+08   0.191061E+08   0.252472E+08   0.252468E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471093E+00   0.998173E+07   0.998173E+07   0.230355E-01
   0.431035E-04   0.191061E+08   0.191061E+08   0.252426E+08   0.252422E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471092E+00   0.998173E+07   0.998173E+07   0.232668E-01
   0.435367E-04   0.191061E+08   0.191061E+08   0.252379E+08   0.252375E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471092E+00   0.998172E+07   0.998172E+07   0.235004E-01
   0.439742E-04   0.191061E+08   0.191061E+08   0.252331E+08   0.252328E+08   0.000000E+00   0.191061E+08   0.191061E+08   0.191132E+08  -0.471092E+00   0.998172E+07   0.998172E+07   0.237364E-01
   0.444162E-04   0.191060E+08   0.191060E+08   0.252282E+08   0.252279E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191132E+08  -0.471092E+00   0.998171E+07   0.998171E+07   0.239747E-01
   0.448626E-04   0.191060E+08   0.191060E+08   0.252233E+08   0.252229E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191132E+08  -0.471091E+00   0.998171E+07   0.998171E+07   0.242154E-01
   0.453134E-04   0.191060E+08   0.191060E+08   0.252182E+08   0.252178E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191132E+08  -0.471091E+00   0.998170E+07   0.998170E+07   0.244586E-01
   0.457688E-04   0.191060E+08   0.191060E+08   0.252130E+08   0.252126E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191132E+08  -0.471091E+00   0.998170E+07   0.998170E+07   0.247042E-01
   0.462288E-04   0.191060E+08   0.191060E+08   0.252078E+08   0.252074E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471090E+00   0.998169E+07   0.998169E+07   0.249522E-01
   0.466934E-04   0.191060E+08   0.191060E+08   0.252024E+08   0.252020E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471090E+00   0.998169E+07   0.998169E+07   0.252027E-01
   0.471627E-04   0.191060E+08   0.191060E+08   0.251969E+08   0.251965E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471090E+00   0.998168E+07   0.998168E+07   0.254557E-01
   0.476367E-04   0.191060E+08   0.191060E+08   0.251913E+08   0.251909E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471089E+00   0.998168E+07   0.998168E+07   0.257113E-01
   0.481154E-04   0.191060E+08   0.191060E+08   0.251856E+08   0.251852E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471089E+00   0.998167E+07   0.998167E+07   0.259694E-01
   0.485990E-04   0.191060E+08   0.191060E+08   0.251798E+08   0.251793E+08   0.000000E+00   0.191060E+08   0.191060E+08   0.191131E+08  -0.471089E+00   0.998167E+07   0.998167E+07   0.262301E-01
   0.490875E-04   0.191059E+08   0.191059E+08   0.251738E+08   0.251734E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191131E+08  -0.471088E+00   0.998166E+07   0.998166E+07   0.264935E-01
   0.495808E-04   0.191059E+08   0.191059E+08   0.251678E+08   0.251673E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191131E+08  -0.471088E+00   0.998165E+07   0.998165E+07   0.267594E-01
   0.500791E-04   0.191059E+08   0.191059E+08   0.251616E+08   0.251611E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471088E+00   0.998165E+07   0.998165E+07   0.270281E-01
   0.505824E-04   0.191059E+08   0.191059E+08   0.251553E+08   0.251548E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471087E+00   0.998164E+07   0.998164E+07   0.272994E-01
   0.510907E-04   0.191059E+08   0.191059E+08   0.251489E+08   0.251484E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471087E+00   0.998164E+07   0.998164E+07   0.275734E-01
   0.516042E-04   0.191059E+08   0.191059E+08   0.251423E+08   0.251418E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471087E+00   0.998163E+07   0.998163E+07   0.278502E-01
   0.521229E-04   0.191059E+08   0.191059E+08   0.251356E+08   0.251351E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471086E+00   0.998162E+07   0.998162E+07   0.281297E-01
   0.526467E-04   0.191059E+08   0.191059E+08   0.251288E+08   0.251283E+08   0.000000E+00   0.191059E+08   0.191059E+08   0.191130E+08  -0.471086E+00   0.998162E+07   0.998162E+07   0.284121E-01
   0.531758E-04   0.191058E+08   0.191058E+08   0.251219E+08   0.251213E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191130E+08  -0.471085E+00   0.998161E+07   0.998161E+07   0.286972E-01
   0.537102E-04   0.191058E+08   0.191058E+08   0.251148E+08   0.251142E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471085E+00   0.998160E+07   0.998160E+07   0.289853E-01
   0.542500E-04   0.191058E+08   0.191058E+08   0.251075E+08   0.251070E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471085E+00   0.998160E+07   0.998160E+07   0.292762E-01
   0.547952E-04   0.191058E+08   0.191058E+08   0.251001E+08   0.250996E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471084E+00   0.998159E+07   0.998159E+07   0.295700E-01
   0.553459E-04   0.191058E+08   0.191058E+08   0.250926E+08   0.250920E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471084E+00   0.998158E+07   0.998158E+07   0.298668E-01
   0.559022E-04   0.191058E+08   0.191058E+08   0.250849E+08   0.250844E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471083E+00   0.998157E+07   0.998157E+07   0.301665E-01
   0.564640E-04   0.191058E+08   0.191058E+08   0.250771E+08   0.250765E+08   0.000000E+00   0.191058E+08   0.191058E+08   0.191129E+08  -0.471083E+00   0.998156E+07   0.998156E+07   0.304692E-01
   0.570315E-04   0.191057E+08   0.191057E+08   0.250691E+08   0.250685E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471082E+00   0.998156E+07   0.998156E+07   0.307750E-01
   0.576047E-04   0.191057E+08   0.191057E+08   0.250610E+08   0.250604E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471082E+00   0.998155E+07   0.998155E+07   0.310838E-01
   0.581836E-04   0.191057E+08   0.191057E+08   0.250527E+08   0.250520E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471081E+00   0.998154E+07   0.998154E+07   0.313957E-01
   0.587683E-04   0.191057E+08   0.191057E+08   0.250442E+08   0.250436E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471081E+00   0.998153E+07   0.998153E+07   0.317108E-01
   0.593590E-04   0.191057E+08   0.191057E+08   0.250356E+08   0.250349E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471080E+00   0.998152E+07   0.998152E+07   0.320289E-01
   0.599555E-04   0.191057E+08   0.191057E+08   0.250268E+08   0.250261E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191128E+08  -0.471080E+00   0.998151E+07   0.998151E+07   0.323503E-01
   0.605581E-04   0.191057E+08   0.191057E+08   0.250178E+08   0.250171E+08   0.000000E+00   0.191057E+08   0.191057E+08   0.191127E+08  -0.471079E+00   0.998151E+07   0.998151E+07   0.326749E-01
   0.611667E-04   0.191056E+08   0.191056E+08   0.250086E+08   0.250079E+08   0.000000E+00   0.191056E+08   0.191056E+08   0.191127E+08  -0.471079E+00   0.998150E+07   0.998150E+07   0.330027E-01
   0.617815E-04   0.191056E+08   0.191056E+08   0.249992E+08   0.249985E+08   0.000000E+00   0.191056E+08   0.191056E+08   0.191127E+08  -0.471078E+00   0.998149E+07   0.998149E+07   0.333338E-01
   0.624024E-04   0.191056E+08   0.191056E+08   0.249897E+08   0.249890E+08   0.000000E+00   0.191056E+08   0.191056E+08   0.191127E+08  -0.471078E+00   0.998148E+07   0.998148E+07   0.336682E-01
   0.630295E-04   0.191056E+08   0.191056E+08   0.249800E+08   0.249792E+08   0.000000E+00   0.191056E+08   0.191056E+08   0.191126E+08  -0.471077E+00   0.998147E+07   0.998147E+07   0.340060E-01
   0.636630E-04   0.191056E+08   0.191056E+08   0.249701E+08   0.249693E+08   0.000000E+00   0.191056E+08   0.191056E+08   0.191126E+08  -0.471076E+00   0.998146E+07   0.998146E+07   0.343471E-01
   0.643028E-04   0.191055E+08   0.191055E+08   0.249600E+08   0.249592E+08   0.000000E+00   0.191055E+08   0.191055E+08   0.191126E+08  -0.471076E+00   0.998145E+07   0.998145E+07   0.346916E-01
   0.649491E-04   0.191055E+08   0.191055E+08   0.249497E+08   0.249489E+08   0.000000E+00   0.191055E+08   0.191055E+08   0.191126E+08  -0.471075E+00   0.998144E+07   0.998144E+07   0.350396E-01
   0.656018E-04   0.191055E+08   0.191055E+08   0.249391E+08   0.249383E+08   0.000000E+00   0.191055E+08   0.191055E+08   0.191126E+08  -0.471075E+00   0.998143E+07   0.998143E+07   0.353911E-01
   0.662611E-04   0.191055E+08   0.191055E+08   0.249284E+08   0.249276E+08   0.000000E+00   0.191055E+08   0.191055E+08   0.191125E+08  -0.471074E+00   0.998142E+07   0.998142E+07   0.357460E-01
   0.669271E-04   0.191055E+08   0.191055E+08   0.249175E+08   0.249166E+08   0.000000E+00   0.191055E+08   0.191055E+08   0.191125E+08  -0.471073E+00   0.998141E+07   0.998141E+07   0.361045E-01
   0.675997E-04   0.191054E+08   0.191054E+08   0.249063E+08   0.249055E+08   0.000000E+00   0.191054E+08   0.191054E+08   0.191125E+08  -0.471073E+00   0.998140E+07   0.998140E+07   0.364666E-01
   0.682791E-04   0.191054E+08   0.191054E+08   0.248949E+08   0.248941E+08   0.000000E+00   0.191054E+08   0.191054E+08   0.191125E+08  -0.471072E+00   0.998138E+07   0.998138E+07   0.368323E-01
   0.689653E-04   0.191054E+08   0.191054E+08   0.248833E+08   0.248825E+08   0.000000E+00   0.191054E+08   0.191054E+08   0.191124E+08  -0.471071E+00   0.998137E+07   0.998137E+07   0.372017E-01
   0.696584E-04   0.191054E+08   0.191054E+08   0.248715E+08   0.248706E+08   0.000000E+00   0.191054E+08   0.191054E+08   0.191124E+08  -0.471071E+00   0.998136E+07   0.998136E+07   0.375748E-01
   0.703585E-04   0.191054E+08   0.191054E+08   0.248595E+08   0.248585E+08   0.000000E+00   0.191054E+08   0.191054E+08   0.191124E+08  -0.471070E+00   0.998135E+07   0.998135E+07   0.379515E-01
   0.710656E-04   0.191053E+08   0.191053E+08   0.248472E+08   0.248462E+08   0.000000E+00   0.191053E+08   0.191053E+08   0.191124E+08  -0.471069E+00   0.998134E+07   0.998134E+07   0.383321E-01
   0.717798E-04   0.191053E+08   0.191053E+08   0.248346E+08   0.248337E+08   0.000000E+00   0.191053E+08   0.191053E+08   0.191123E+08  -0.471068E+00   0.998132E+07   0.998132E+07   0.387164E-01
   0.725012E-04   0.191053E+08   0.191053E+08   0.248218E+08   0.248208E+08   0.000000E+00   0.191053E+08   0.191053E+08   0.191123E+08  -0.471068E+00   0.998131E+07   0.998131E+07   0.391046E-01
   0.732299E-04   0.191053E+08   0.191053E+08   0.248088E+08   0.248078E+08   0.000000E+00   0.191053E+08   0.191053E+08   0.191123E+08  -0.471067E+00   0.998130E+07   0.998130E+07   0.394966E-01
   0.739658E-04   0.191052E+08   0.191052E+08   0.247955E+08   0.247945E+08   0.000000E+00   0.191052E+08   0.191052E+08   0.191122E+08  -0.471066E+00   0.998128E+07   0.998128E+07   0.398925E-01
   0.747092E-04   0.191052E+08   0.191052E+08   0.247819E+08   0.247809E+08   0.000000E+00   0.191052E+08   0.191052E+08   0.191122E+08  -0.471065E+00   0.998127E+07   0.998127E+07   0.402924E-01
   0.754600E-04   0.191052E+08   0.191052E+08   0.247681E+08   0.247670E+08   0.000000E+00   0.191052E+08   0.191052E+08   0.191122E+08  -0.471064E+00   0.998126E+07   0.998126E+07   0.406963E-01
   0.762184E-04   0.191052E+08   0.191052E+08   0.247540E+08   0.247529E+08   0.000000E+00   0.191052E+08   0.191052E+08   0.191122E+08  -0.471064E+00   0.998124E+07   0.998124E+07   0.411042E-01
   0.769844E-04   0.191051E+08   0.191051E+08   0.247396E+08   0.247385E+08   0.000000E+00   0.191051E+08   0.191051E+08   0.191121E+08  -0.471063E+00   0.998123E+07   0.998123E+07   0.415162E-01
   0.777582E-04   0.191051E+08   0.191051E+08   0.247249E+08   0.247238E+08   0.000000E+00   0.191051E+08   0.191051E+08   0.191121E+08  -0.471062E+00   0.998121E+07   0.998121E+07   0.419323E-01
   0.785396E-04   0.191051E+08   0.191051E+08   0.247100E+08   0.247089E+08   0.000000E+00   0.191051E+08   0.191051E+08   0.191121E+08  -0.471061E+00   0.998120E+07   0.998120E+07   0.423525E-01
   0.793290E-04   0.191050E+08   0.191050E+08   0.246948E+08   0.246936E+08   0.000000E+00   0.191050E+08   0.191050E+08   0.191120E+08  -0.471060E+00   0.998118E+07   0.998118E+07   0.427770E-01
   0.801262E-04   0.191050E+08   0.191050E+08   0.246792E+08   0.246780E+08   0.000000E+00   0.191050E+08   0.191050E+08   0.191120E+08  -0.471059E+00   0.998117E+07   0.998117E+07   0.432056E-01
   0.809315E-04   0.191050E+08   0.191050E+08   0.246634E+08   0.246622E+08   0.000000E+00   0.191050E+08   0.191050E+08   0.191120E+08  -0.471058E+00   0.998115E+07   0.998115E+07   0.436385E-01
   0.817449E-04   0.191050E+08   0.191050E+08   0.246472E+08   0.246460E+08   0.000000E+00   0.191050E+08   0.191050E+08   0.191119E+08  -0.471057E+00   0.998114E+07   0.998114E+07   0.440757E-01
   0.825664E-04   0.191049E+08   0.191049E+08   0.246307E+08   0.246295E+08   0.000000E+00   0.191049E+08   0.191049E+08   0.191119E+08  -0.471056E+00   0.998112E+07   0.998112E+07   0.445173E-01
   0.833962E-04   0.191049E+08   0.191049E+08   0.246139E+08   0.246127E+08   0.000000E+00   0.191049E+08   0.191049E+08   0.191119E+08  -0.471055E+00   0.998110E+07   0.998110E+07   0.449633E-01
   0.842344E-04   0.191049E+08   0.191049E+08   0.245968E+08   0.245955E+08   0.000000E+00   0.191049E+08   0.191049E+08   0.191118E+08  -0.471054E+00   0.998108E+07   0.998108E+07   0.454137E-01
   0.850810E-04   0.191048E+08   0.191048E+08   0.245794E+08   0.245780E+08   0.000000E+00   0.191048E+08   0.191048E+08   0.191118E+08  -0.471053E+00   0.998107E+07   0.998107E+07   0.458686E-01
   0.859360E-04   0.191048E+08   0.191048E+08   0.245616E+08   0.245602E+08   0.000000E+00   0.191048E+08   0.191048E+08   0.191117E+08  -0.471052E+00   0.998105E+07   0.998105E+07   0.463280E-01
   0.867997E-04   0.191048E+08   0.191048E+08   0.245434E+08   0.245420E+08   0.000000E+00   0.191048E+08   0.191048E+08   0.191117E+08  -0.471051E+00   0.998103E+07   0.998103E+07   0.467920E-01
   0.876721E-04   0.191047E+08   0.191047E+08   0.245249E+08   0.245235E+08   0.000000E+00   0.191047E+08   0.191047E+08   0.191117E+08  -0.471050E+00   0.998101E+07   0.998101E+07   0.472607E-01
   0.885532E-04   0.191047E+08   0.191047E+08   0.245060E+08   0.245046E+08   0.000000E+00   0.191047E+08   0.191047E+08   0.191116E+08  -0.471049E+00   0.998099E+07   0.998099E+07   0.477339E-01
   0.894432E-04   0.191046E+08   0.191046E+08   0.244868E+08   0.244854E+08   0.000000E+00   0.191046E+08   0.191046E+08   0.191116E+08  -0.471048E+00   0.998097E+07   0.998097E+07   0.482119E-01
   0.903421E-04   0.191046E+08   0.191046E+08   0.244672E+08   0.244657E+08   0.000000E+00   0.191046E+08   0.191046E+08   0.191115E+08  -0.471047E+00   0.998095E+07   0.998095E+07   0.486946E-01
   0.912500E-04   0.191046E+08   0.191046E+08   0.244472E+08   0.244457E+08   0.000000E+00   0.191046E+08   0.191046E+08   0.191115E+08  -0.471045E+00   0.998093E+07   0.998093E+07   0.491821E-01
   0.921671E-04   0.191045E+08   0.191045E+08   0.244269E+08   0.244253E+08   0.000000E+00   0.191045E+08   0.191045E+08   0.191114E+08  -0.471044E+00   0.998091E+07   0.998091E+07   0.496745E-01
   0.930934E-04   0.191045E+08   0.191045E+08   0.244061E+08   0.244045E+08   0.000000E+00   0.191045E+08   0.191045E+08   0.191114E+08  -0.471043E+00   0.998089E+07   0.998089E+07   0.501718E-01
   0.940290E-04   0.191045E+08   0.191045E+08   0.243849E+08   0.243833E+08   0.000000E+00   0.191045E+08   0.191045E+08   0.191114E+08  -0.471042E+00   0.998087E+07   0.998087E+07   0.506740E-01
   0.949740E-04   0.191044E+08   0.191044E+08   0.243633E+08   0.243617E+08   0.000000E+00   0.191044E+08   0.191044E+08   0.191113E+08  -0.471040E+00   0.998085E+07   0.998085E+07   0.511812E-01
   0.959285E-04   0.191044E+08   0.191044E+08   0.243413E+08   0.243397E+08   0.000000E+00   0.191044E+08   0.191044E+08   0.191113E+08  -0.471039E+00   0.998083E+07   0.998083E+07   0.516934E-01
   0.968926E-04   0.191043E+08   0.191043E+08   0.243189E+08   0.243172E+08   0.000000E+00   0.191043E+08   0.191043E+08   0.191112E+08  -0.471038E+00   0.998080E+07   0.998080E+07   0.522107E-01
   0.978664E-04   0.191043E+08   0.191043E+08   0.242961E+08   0.242943E+08   0.000000E+00   0.191043E+08   0.191043E+08   0.191112E+08  -0.471036E+00   0.998078E+07   0.998078E+07   0.527331E-01
   0.988500E-04   0.191042E+08   0.191042E+08   0.242728E+08   0.242710E+08   0.000000E+00   0.191042E+08   0.191042E+08   0.191111E+08  -0.471035E+00   0.998076E+07   0.998076E+07   0.532607E-01
   0.998434E-04   0.191042E+08   0.191042E+08   0.242490E+08   0.242472E+08   0.000000E+00   0.191042E+08   0.191042E+08   0.191111E+08  -0.471033E+00   0.998073E+07   0.998073E+07   0.537935E-01
   0.100847E-03   0.191041E+08   0.191041E+08   0.242248E+08   0.242230E+08   0.000000E+00   0.191041E+08   0.191041E+08   0.191110E+08  -0.471032E+00   0.998071E+07   0.998071E+07   0.543317E-01
   0.101860E-03   0.191041E+08   0.191041E+08   0.242001E+08   0.241983E+08   0.000000E+00   0.191041E+08   0.191041E+08   0.191109E+08  -0.471031E+00   0.998068E+07   0.998068E+07   0.548751E-01
   0.102884E-03   0.191040E+08   0.191040E+08   0.241750E+08   0.241731E+08   0.000000E+00   0.191040E+08   0.191040E+08   0.191109E+08  -0.471029E+00   0.998066E+07   0.998066E+07   0.554239E-01
   0.103918E-03   0.191040E+08   0.191040E+08   0.241493E+08   0.241474E+08   0.000000E+00   0.191040E+08   0.191040E+08   0.191108E+08  -0.471027E+00   0.998063E+07   0.998063E+07   0.559782E-01
